Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Date,IFNULLSign,Table Name,ValueNumberSigns,DateAdd,Raw Value,ScaledValue,Suffix,Value
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2019,$,owner_occupier_1,$,1/01/2015,6621400000,6.6214,b,6621.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2020,$,owner_occupier_1,$,1/02/2015,5938600000,5.9386,b,5938.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2020,$,owner_occupier_1,$,1/03/2015,6206500000,6.2065,b,6206.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2020,$,owner_occupier_1,$,1/04/2015,7017900000,7.0179,b,7017.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2020,$,owner_occupier_1,$,1/05/2015,7194800000,7.1948,b,7194.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2020,$,owner_occupier_1,$,1/06/2015,9492500000,9.4925,b,9492.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2020,$,owner_occupier_1,$,1/07/2015,9832200000,9.8322,b,9832.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2020,$,owner_occupier_1,$,1/08/2015,7304200000,7.3042,b,7304.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2020,$,owner_occupier_1,$,1/09/2015,7165800000,7.1658,b,7165.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2020,$,owner_occupier_1,$,1/10/2015,8206900000,8.2069,b,8206.9
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2020,$,owner_occupier_1,$,1/11/2015,7644100000,7.6441,b,7644.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2020,$,owner_occupier_1,$,1/12/2015,6584200000,6.5842,b,6584.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2020,$,owner_occupier_1,$,1/01/2016,7368700000,7.3687,b,7368.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2021,$,owner_occupier_1,$,1/02/2016,6282400000,6.2824,b,6282.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2021,$,owner_occupier_1,$,1/03/2016,7600600000,7.6006,b,7600.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2021,$,owner_occupier_1,$,1/04/2016,9395600000,9.3956,b,9395.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2021,$,owner_occupier_1,$,1/05/2016,8267000000,8.267,b,8267
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2021,$,owner_occupier_1,$,1/06/2016,9884200000,9.8842,b,9884.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2021,$,owner_occupier_1,$,1/07/2016,11066200000,11.0662,b,11066.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2021,$,owner_occupier_1,$,1/08/2016,11479200000,11.4792,b,11479.2
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2021,$,owner_occupier_1,$,1/09/2016,11707600000,11.7076,b,11707.6
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2021,$,owner_occupier_1,$,1/10/2016,10685700000,10.6857,b,10685.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2021,$,owner_occupier_1,$,1/11/2016,10169300000,10.1693,b,10169.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2021,$,owner_occupier_1,$,1/12/2016,11177000000,11.177,b,11177
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2021,$,owner_occupier_1,$,1/01/2017,11054000000,11.054,b,11054
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2022,$,owner_occupier_1,$,1/02/2017,7723400000,7.7234,b,7723.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2022,$,owner_occupier_1,$,1/03/2017,9150100000,9.1501,b,9150.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2022,$,owner_occupier_1,$,1/04/2017,11618100000,11.6181,b,11618.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2022,$,owner_occupier_1,$,1/05/2017,10109500000,10.1095,b,10109.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2022,$,owner_occupier_1,$,1/06/2017,12749000000,12.749,b,12749
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2022,$,owner_occupier_1,$,1/07/2017,13955100000,13.9551,b,13955.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2022,$,owner_occupier_1,$,1/08/2017,12423400000,12.4234,b,12423.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2022,$,owner_occupier_1,$,1/09/2017,14065000000,14.065,b,14065
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/09/2022,$,owner_occupier_1,$,1/10/2017,12483500000,12.4835,b,12483.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/10/2022,$,owner_occupier_1,$,1/11/2017,12394800000,12.3948,b,12394.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/11/2022,$,owner_occupier_1,$,1/12/2017,14012400000,14.0124,b,14012.4
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/12/2022,$,owner_occupier_1,$,1/01/2018,12864100000,12.8641,b,12864.1
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/01/2023,$,owner_occupier_1,$,1/02/2018,10371300000,10.3713,b,10371.3
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/02/2023,$,owner_occupier_1,$,1/03/2018,11982800000,11.9828,b,11982.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/03/2023,$,owner_occupier_1,$,1/04/2018,14900500000,14.9005,b,14900.5
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/04/2023,$,owner_occupier_1,$,1/05/2018,11336800000,11.3368,b,11336.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/05/2023,$,owner_occupier_1,$,1/06/2018,15716800000,15.7168,b,15716.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/06/2023,$,owner_occupier_1,$,1/07/2018,15540800000,15.5408,b,15540.8
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/07/2023,$,owner_occupier_1,$,1/08/2018,15189700000,15.1897,b,15189.7
Housing Finance,Owner occupier,New loan commitments,External refinancing,Value,1/08/2023,$,owner_occupier_1,$,1/09/2018,15424000000,15.424,b,15424
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/07/2019,$,owner_occupier_1,$,1/08/2014,4695400000,4.6954,b,4695.4
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/08/2019,$,owner_occupier_1,$,1/09/2014,4762400000,4.7624,b,4762.4
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/09/2019,$,owner_occupier_1,$,1/10/2014,4264800000,4.2648,b,4264.8
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/10/2019,$,owner_occupier_1,$,1/11/2014,4547200000,4.5472,b,4547.2
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/11/2019,$,owner_occupier_1,$,1/12/2014,4574000000,4.574,b,4574
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/12/2019,$,owner_occupier_1,$,1/01/2015,4547700000,4.5477,b,4547.7
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/01/2020,$,owner_occupier_1,$,1/02/2015,3770400000,3.7704,b,3770.4
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/02/2020,$,owner_occupier_1,$,1/03/2015,4148500000,4.1485,b,4148.5
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/03/2020,$,owner_occupier_1,$,1/04/2015,4380300000,4.3803,b,4380.3
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/04/2020,$,owner_occupier_1,$,1/05/2015,4392300000,4.3923,b,4392.3
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/05/2020,$,owner_occupier_1,$,1/06/2015,4985700000,4.9857,b,4985.7
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/06/2020,$,owner_occupier_1,$,1/07/2015,4959200000,4.9592,b,4959.2
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/07/2020,$,owner_occupier_1,$,1/08/2015,4816900000,4.8169,b,4816.9
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/08/2020,$,owner_occupier_1,$,1/09/2015,4116900000,4.1169,b,4116.9
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/09/2020,$,owner_occupier_1,$,1/10/2015,4656400000,4.6564,b,4656.4
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/10/2020,$,owner_occupier_1,$,1/11/2015,4757700000,4.7577,b,4757.7
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/11/2020,$,owner_occupier_1,$,1/12/2015,4586500000,4.5865,b,4586.5
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/12/2020,$,owner_occupier_1,$,1/01/2016,4893600000,4.8936,b,4893.6
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/01/2021,$,owner_occupier_1,$,1/02/2016,3893700000,3.8937,b,3893.7
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/02/2021,$,owner_occupier_1,$,1/03/2016,5012600000,5.0126,b,5012.6
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/03/2021,$,owner_occupier_1,$,1/04/2016,5781100000,5.7811,b,5781.1
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/04/2021,$,owner_occupier_1,$,1/05/2016,5367900000,5.3679,b,5367.9
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/05/2021,$,owner_occupier_1,$,1/06/2016,6021500000,6.0215,b,6021.5
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/06/2021,$,owner_occupier_1,$,1/07/2016,6349400000,6.3494,b,6349.4
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/07/2021,$,owner_occupier_1,$,1/08/2016,6394100000,6.3941,b,6394.1
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/08/2021,$,owner_occupier_1,$,1/09/2016,5946000000,5.946,b,5946
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/09/2021,$,owner_occupier_1,$,1/10/2016,5897800000,5.8978,b,5897.8
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/10/2021,$,owner_occupier_1,$,1/11/2016,5793500000,5.7935,b,5793.5
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/11/2021,$,owner_occupier_1,$,1/12/2016,6594900000,6.5949,b,6594.9
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/12/2021,$,owner_occupier_1,$,1/01/2017,6084700000,6.0847,b,6084.7
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/01/2022,$,owner_occupier_1,$,1/02/2017,4205900000,4.2059,b,4205.9
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/02/2022,$,owner_occupier_1,$,1/03/2017,5436800000,5.4368,b,5436.8
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/03/2022,$,owner_occupier_1,$,1/04/2017,6335200000,6.3352,b,6335.2
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/04/2022,$,owner_occupier_1,$,1/05/2017,5218100000,5.2181,b,5218.1
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/05/2022,$,owner_occupier_1,$,1/06/2017,6262000000,6.262,b,6262
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/06/2022,$,owner_occupier_1,$,1/07/2017,6382400000,6.3824,b,6382.4
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/07/2022,$,owner_occupier_1,$,1/08/2017,5496300000,5.4963,b,5496.3
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/08/2022,$,owner_occupier_1,$,1/09/2017,5555900000,5.5559,b,5555.9
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/09/2022,$,owner_occupier_1,$,1/10/2017,5079200000,5.0792,b,5079.2
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/10/2022,$,owner_occupier_1,$,1/11/2017,4985100000,4.9851,b,4985.1
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/11/2022,$,owner_occupier_1,$,1/12/2017,5686700000,5.6867,b,5686.7
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/12/2022,$,owner_occupier_1,$,1/01/2018,4971300000,4.9713,b,4971.3
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/01/2023,$,owner_occupier_1,$,1/02/2018,3762800000,3.7628,b,3762.8
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/02/2023,$,owner_occupier_1,$,1/03/2018,5153100000,5.1531,b,5153.1
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/03/2023,$,owner_occupier_1,$,1/04/2018,5187300000,5.1873,b,5187.3
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/04/2023,$,owner_occupier_1,$,1/05/2018,4746300000,4.7463,b,4746.3
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/05/2023,$,owner_occupier_1,$,1/06/2018,5823300000,5.8233,b,5823.3
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/06/2023,$,owner_occupier_1,$,1/07/2018,6643900000,6.6439,b,6643.9
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/07/2023,$,owner_occupier_1,$,1/08/2018,5167900000,5.1679,b,5167.9
Housing Finance,Owner occupier,New loan commitments,Internal refinancing,Value,1/08/2023,$,owner_occupier_1,$,1/09/2018,6280400000,6.2804,b,6280.4
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/08/2008,$,owner_occupier_1,$,1/09/2003,7722000000,7.722,b,7722
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/09/2008,$,owner_occupier_1,$,1/10/2003,8359100000,8.3591,b,8359.1
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/10/2008,$,owner_occupier_1,$,1/11/2003,9094800000,9.0948,b,9094.8
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/11/2008,$,owner_occupier_1,$,1/12/2003,8693300000,8.6933,b,8693.3
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/12/2008,$,owner_occupier_1,$,1/01/2004,9841000000,9.841,b,9841
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/01/2009,$,owner_occupier_1,$,1/02/2004,8451600000,8.4516,b,8451.6
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/02/2009,$,owner_occupier_1,$,1/03/2004,9735400000,9.7354,b,9735.4
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/03/2009,$,owner_occupier_1,$,1/04/2004,12484300000,12.4843,b,12484.3
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/04/2009,$,owner_occupier_1,$,1/05/2004,11620900000,11.6209,b,11620.9
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/05/2009,$,owner_occupier_1,$,1/06/2004,12422900000,12.4229,b,12422.9
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/06/2009,$,owner_occupier_1,$,1/07/2004,12455400000,12.4554,b,12455.4
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/07/2009,$,owner_occupier_1,$,1/08/2004,12404600000,12.4046,b,12404.6
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/08/2009,$,owner_occupier_1,$,1/09/2004,11106300000,11.1063,b,11106.3
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/09/2009,$,owner_occupier_1,$,1/10/2004,12424100000,12.4241,b,12424.1
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/10/2009,$,owner_occupier_1,$,1/11/2004,12222300000,12.2223,b,12222.3
Housing Finance,Owner occupier,New loan commitments,Total housing excluding refinancing,Value,1/11/2009,$,owner_occupier_1,$,1/12/2004,11590000000,11.59,b,11590
